,houseid,max_charging_speed,required_charge,available_after,available_before
31,MAC000440,3.0,7.8636857147246175,2013-02-01 22:00:00,2013-02-02 08:00:00
32,MAC000440,3.0,6.950132845966062,2013-02-02 19:00:00,2013-02-03 09:00:00
33,MAC000440,3.0,3.606888478890744,2013-02-03 10:00:00,2013-02-04 08:30:00
34,MAC000440,3.0,15.204777826510654,2013-02-04 21:00:00,2013-02-05 05:00:00
35,MAC000440,3.0,9.182973232601825,2013-02-05 15:00:00,2013-02-06 06:00:00
36,MAC000440,3.0,11.138317054553651,2013-02-06 16:00:00,2013-02-07 13:00:00
37,MAC000440,3.0,2.659621655440813,2013-02-07 15:30:00,2013-02-08 09:00:00
38,MAC000440,3.0,3.9330134460719575,2013-02-08 19:00:00,2013-02-09 09:00:00
39,MAC000440,3.0,12.714195898302592,2013-02-09 16:00:00,2013-02-10 11:00:00
40,MAC000440,3.0,18.049228078970962,2013-02-10 18:00:00,2013-02-11 06:00:00
41,MAC000440,3.0,1.5624768205445436,2013-02-11 14:00:00,2013-02-12 07:30:00
42,MAC000440,3.0,19.933789104530433,2013-02-12 15:30:00,2013-02-13 07:00:00
43,MAC000440,3.0,12.00695982270858,2013-02-13 15:30:00,2013-02-14 14:30:00
44,MAC000440,3.0,1.1839017647091028,2013-02-14 16:00:00,2013-02-15 05:00:00
45,MAC000440,3.0,7.697134074397487,2013-02-16 00:00:00,2013-02-16 12:00:00
46,MAC000440,3.0,6.794506126274719,2013-02-16 19:30:00,2013-02-17 11:00:00
47,MAC000440,3.0,4.630965566400862,2013-02-17 16:00:00,2013-02-18 14:00:00
48,MAC000440,3.0,18.532215975634735,2013-02-18 22:30:00,2013-02-19 06:00:00
49,MAC000440,3.0,21.590685182186537,2013-02-19 18:30:00,2013-02-20 10:00:00
50,MAC000440,3.0,5.897991610541585,2013-02-20 21:30:00,2013-02-21 11:00:00
51,MAC000440,3.0,14.174076596771492,2013-02-21 18:30:00,2013-02-22 00:00:00
52,MAC000440,3.0,3.4748024880953707,2013-02-22 13:00:00,2013-02-23 10:00:00
53,MAC000440,3.0,0.2911075677721759,2013-02-23 11:30:00,2013-02-24 11:00:00
54,MAC000440,3.0,5.043182724337821,2013-02-24 14:30:00,2013-02-25 09:00:00
55,MAC000440,3.0,1.8340821521027328,2013-02-25 15:00:00,2013-02-26 07:00:00
56,MAC000440,3.0,5.780099684506568,2013-02-26 22:30:00,2013-02-27 15:00:00
57,MAC000440,3.0,0.3946238121034596,2013-02-27 16:30:00,2013-02-28 07:30:00
58,MAC000440,3.0,4.140322098264938,2013-02-28 23:00:00,2013-03-01 06:00:00
59,MAC000440,3.0,12.169434721622244,2013-03-01 20:00:00,2013-03-02 10:30:00
60,MAC000440,3.0,14.80230666854401,2013-03-02 16:00:00,2013-03-03 09:00:00
61,MAC000440,3.0,26.246642888479396,2013-03-03 21:00:00,2013-03-04 10:00:00
62,MAC000440,3.0,1.9655666641252008,2013-03-04 11:00:00,2013-03-05 10:00:00
63,MAC000440,3.0,5.908760987870356,2013-03-05 17:00:00,2013-03-06 17:00:00
64,MAC000440,3.0,0.066715106755837,2013-03-06 21:00:00,2013-03-07 10:30:00
65,MAC000440,3.0,1.5147634870424471,2013-03-07 16:30:00,2013-03-08 06:30:00
66,MAC000440,3.0,1.5431803445850385,2013-03-08 16:00:00,2013-03-09 08:30:00
67,MAC000440,3.0,4.1433578215271165,2013-03-09 12:30:00,2013-03-10 10:00:00
68,MAC000440,3.0,8.70883844020597,2013-03-10 19:30:00,2013-03-11 13:00:00
69,MAC000440,3.0,4.140160273691376,2013-03-11 19:30:00,2013-03-12 10:00:00
70,MAC000440,3.0,20.14707433556471,2013-03-12 15:30:00,2013-03-13 09:00:00
71,MAC000440,3.0,1.802490470464688,2013-03-13 23:30:00,2013-03-14 08:30:00
72,MAC000440,3.0,7.090331704950518,2013-03-14 21:00:00,2013-03-15 09:30:00
73,MAC000440,3.0,4.2739963796625755,2013-03-15 19:30:00,2013-03-16 15:00:00
74,MAC000440,3.0,1.1575664511631516,2013-03-16 17:00:00,2013-03-17 11:30:00
75,MAC000440,3.0,4.50650601133142,2013-03-17 14:30:00,2013-03-18 04:00:00
76,MAC000440,3.0,11.835292718854392,2013-03-18 09:30:00,2013-03-19 07:00:00
77,MAC000440,3.0,9.468163969726843,2013-03-19 18:00:00,2013-03-20 07:00:00
78,MAC000440,3.0,5.207195211127344,2013-03-20 11:00:00,2013-03-21 15:30:00
79,MAC000440,3.0,3.2205778753573107,2013-03-21 18:00:00,2013-03-22 14:30:00
80,MAC000440,3.0,5.210307174420324,2013-03-22 23:30:00,2013-03-23 12:00:00
81,MAC000440,3.0,5.900654448431862,2013-03-23 15:00:00,2013-03-24 14:00:00
82,MAC000440,3.0,1.5410448050772516,2013-03-24 14:30:00,2013-03-25 08:00:00
83,MAC000440,3.0,1.773292379146454,2013-03-25 17:30:00,2013-03-26 06:30:00
84,MAC000440,3.0,4.544577701153217,2013-03-26 19:30:00,2013-03-27 10:30:00
85,MAC000440,3.0,8.101606723026569,2013-03-27 15:30:00,2013-03-28 08:30:00
86,MAC000440,3.0,17.431467867266907,2013-03-28 20:00:00,2013-03-29 07:00:00
87,MAC000440,3.0,9.176555845560326,2013-03-29 19:00:00,2013-03-30 10:00:00
88,MAC000440,3.0,15.042245352955225,2013-03-30 19:00:00,2013-03-31 09:30:00
89,MAC000440,3.0,0.8219390760445334,2013-03-31 20:00:00,2013-04-01 06:30:00
90,MAC000440,3.0,11.521961446079494,2013-04-01 18:30:00,2013-04-02 14:00:00
91,MAC000440,3.0,9.472450667277068,2013-04-02 21:30:00,2013-04-03 07:00:00
92,MAC000440,3.0,6.797505357217929,2013-04-03 20:00:00,2013-04-04 11:30:00
93,MAC000440,3.0,8.873402614602988,2013-04-04 15:30:00,2013-04-05 10:00:00
94,MAC000440,3.0,3.8611173298405257,2013-04-05 12:00:00,2013-04-06 09:00:00
95,MAC000440,3.0,7.213110950965349,2013-04-06 16:30:00,2013-04-07 09:30:00
96,MAC000440,3.0,7.861289536451028,2013-04-07 18:00:00,2013-04-08 05:30:00
97,MAC000440,3.0,3.28137233132506,2013-04-08 13:30:00,2013-04-09 08:00:00
98,MAC000440,3.0,2.512867187698257,2013-04-09 16:30:00,2013-04-10 08:00:00
99,MAC000440,3.0,3.6052898259607273,2013-04-10 11:30:00,2013-04-11 11:00:00
100,MAC000440,3.0,3.939601481706765,2013-04-11 18:00:00,2013-04-12 07:30:00
101,MAC000440,3.0,6.4679263872617385,2013-04-12 17:30:00,2013-04-13 15:30:00
102,MAC000440,3.0,8.27244857238501,2013-04-13 19:30:00,2013-04-14 04:00:00
103,MAC000440,3.0,6.5579481987735955,2013-04-14 12:30:00,2013-04-15 07:00:00
104,MAC000440,3.0,21.62361705287406,2013-04-15 17:30:00,2013-04-16 07:30:00
105,MAC000440,3.0,8.869552545135447,2013-04-16 18:00:00,2013-04-17 08:00:00
106,MAC000440,3.0,3.275191258838652,2013-04-17 17:30:00,2013-04-18 09:30:00
107,MAC000440,3.0,10.657619314126016,2013-04-18 21:30:00,2013-04-19 07:00:00
108,MAC000440,3.0,4.9661702964907715,2013-04-19 17:30:00,2013-04-20 11:30:00
109,MAC000440,3.0,5.790625390492398,2013-04-20 15:30:00,2013-04-21 15:30:00
110,MAC000440,3.0,0.7275976950260697,2013-04-21 17:30:00,2013-04-22 15:00:00
111,MAC000440,3.0,1.3110908643936314,2013-04-22 15:30:00,2013-04-23 08:30:00
112,MAC000440,3.0,17.757012212761797,2013-04-23 23:30:00,2013-04-24 07:30:00
113,MAC000440,3.0,3.929875271132605,2013-04-24 17:00:00,2013-04-25 09:30:00
114,MAC000440,3.0,2.0193754956783274,2013-04-25 16:00:00,2013-04-26 06:00:00
115,MAC000440,3.0,14.479464489653163,2013-04-26 16:00:00,2013-04-27 13:00:00
116,MAC000440,3.0,7.810550276686256,2013-04-27 17:00:00,2013-04-28 12:30:00
117,MAC000440,3.0,4.051064195833319,2013-04-28 14:00:00,2013-04-29 06:30:00
118,MAC000440,3.0,14.20463381473404,2013-04-29 18:00:00,2013-04-30 10:30:00
119,MAC000440,3.0,4.135671009620541,2013-04-30 15:30:00,2013-05-01 10:30:00
120,MAC000440,3.0,7.808191020619539,2013-05-01 14:00:00,2013-05-02 09:00:00
121,MAC000440,3.0,11.857995880992636,2013-05-03 16:30:00,2013-05-04 10:00:00
122,MAC000440,3.0,0.6574929575537148,2013-05-04 11:00:00,2013-05-05 10:00:00
123,MAC000440,3.0,2.7402254734342533,2013-05-05 21:00:00,2013-05-06 08:00:00
124,MAC000440,3.0,12.02867197358985,2013-05-06 12:30:00,2013-05-07 07:00:00
125,MAC000440,3.0,3.5489116519252617,2013-05-07 17:00:00,2013-05-08 06:30:00
126,MAC000440,3.0,4.629009912225392,2013-05-08 21:00:00,2013-05-09 12:30:00
127,MAC000440,3.0,1.775601745779557,2013-05-09 19:30:00,2013-05-10 13:00:00
128,MAC000440,3.0,3.6032253351729513,2013-05-10 14:00:00,2013-05-11 12:00:00
129,MAC000440,3.0,6.949583451113571,2013-05-11 21:30:00,2013-05-12 11:00:00
130,MAC000440,3.0,0.4671418437242743,2013-05-12 11:30:00,2013-05-13 06:30:00
131,MAC000440,3.0,4.1390176490350274,2013-05-13 18:00:00,2013-05-14 14:00:00
132,MAC000440,3.0,2.9543731195899348,2013-05-14 15:30:00,2013-05-15 09:30:00
133,MAC000440,3.0,5.322082602121334,2013-05-15 13:30:00,2013-05-16 09:00:00
134,MAC000440,3.0,1.1998667910840906,2013-05-16 16:30:00,2013-05-17 17:00:00
135,MAC000440,3.0,13.598328027270167,2013-05-17 22:30:00,2013-05-18 10:30:00
136,MAC000440,3.0,1.9326072278074904,2013-05-18 12:00:00,2013-05-19 06:30:00
137,MAC000440,3.0,0.560119886871701,2013-05-19 15:30:00,2013-05-20 10:30:00
138,MAC000440,3.0,6.935345903906086,2013-05-20 20:30:00,2013-05-21 13:00:00
139,MAC000440,3.0,8.480763696184564,2013-05-21 16:30:00,2013-05-22 15:00:00
140,MAC000440,3.0,4.7280586134957785,2013-05-22 17:30:00,2013-05-23 08:00:00
141,MAC000440,3.0,9.022625233087362,2013-05-23 18:00:00,2013-05-24 09:00:00
142,MAC000440,3.0,9.101404218509613,2013-05-24 15:30:00,2013-05-25 05:30:00
143,MAC000440,3.0,25.44575537623886,2013-05-25 21:00:00,2013-05-26 09:00:00
144,MAC000440,3.0,28.183981709003934,2013-05-26 21:00:00,2013-05-27 07:00:00
145,MAC000440,3.0,16.563159315092392,2013-05-27 18:00:00,2013-05-28 09:00:00
146,MAC000440,3.0,4.678394676224137,2013-05-28 13:00:00,2013-05-29 05:30:00
147,MAC000440,3.0,20.59735421627954,2013-05-29 17:30:00,2013-05-30 08:30:00
148,MAC000440,3.0,11.802454575026465,2013-05-30 20:00:00,2013-05-31 07:00:00
149,MAC000440,3.0,20.851899244429475,2013-05-31 19:30:00,2013-06-01 13:00:00
150,MAC000440,3.0,0.3281546580876615,2013-06-01 15:30:00,2013-06-02 08:30:00
151,MAC000440,3.0,2.3154562213803103,2013-06-02 12:30:00,2013-06-03 09:00:00
152,MAC000440,3.0,28.391554869022197,2013-06-03 15:00:00,2013-06-04 10:30:00
153,MAC000440,3.0,6.558649005905076,2013-06-04 12:30:00,2013-06-05 08:30:00
154,MAC000440,3.0,2.9567083463102914,2013-06-05 13:30:00,2013-06-06 08:00:00
155,MAC000440,3.0,1.0090151691774671,2013-06-06 20:00:00,2013-06-07 06:00:00
156,MAC000440,3.0,15.819608057529454,2013-06-07 17:30:00,2013-06-08 10:00:00
157,MAC000440,3.0,13.024919032324009,2013-06-08 21:30:00,2013-06-09 07:00:00
158,MAC000440,3.0,0.7705190709957287,2013-06-09 11:30:00,2013-06-10 16:00:00
159,MAC000440,3.0,3.2822248901116926,2013-06-10 17:30:00,2013-06-11 07:30:00
160,MAC000440,3.0,1.7761412115507773,2013-06-11 17:30:00,2013-06-12 13:00:00
161,MAC000440,3.0,15.727846669969333,2013-06-12 16:00:00,2013-06-13 07:00:00
162,MAC000440,3.0,11.568314147556274,2013-06-13 19:00:00,2013-06-14 01:00:00
163,MAC000440,3.0,7.993497623587593,2013-06-14 23:30:00,2013-06-15 08:00:00
164,MAC000440,3.0,10.103491906311227,2013-06-15 21:30:00,2013-06-16 06:30:00
165,MAC000440,3.0,25.091906114345647,2013-06-16 08:00:00,2013-06-17 05:30:00
166,MAC000440,3.0,3.548825326628989,2013-06-17 18:00:00,2013-06-18 07:30:00
167,MAC000440,3.0,5.9159524194637205,2013-06-18 18:00:00,2013-06-19 12:30:00
168,MAC000440,3.0,1.9686864151278207,2013-06-19 15:00:00,2013-06-20 14:00:00
169,MAC000440,3.0,4.7287622818729975,2013-06-20 15:30:00,2013-06-21 08:30:00
170,MAC000440,3.0,3.853243732714263,2013-06-21 21:00:00,2013-06-22 13:30:00
171,MAC000440,3.0,14.796177047426484,2013-06-22 18:30:00,2013-06-23 08:30:00
172,MAC000440,3.0,7.32088705477723,2013-06-23 12:00:00,2013-06-24 14:00:00
173,MAC000440,3.0,2.9488947288939085,2013-06-24 17:00:00,2013-06-25 10:00:00
174,MAC000440,3.0,5.900169093809879,2013-06-25 11:00:00,2013-06-26 09:00:00
175,MAC000440,3.0,5.901856087287578,2013-06-26 11:00:00,2013-06-27 13:00:00
176,MAC000440,3.0,3.0530241938743288,2013-06-27 15:30:00,2013-06-28 06:00:00
177,MAC000440,3.0,23.13831578891659,2013-06-28 14:00:00,2013-06-29 09:00:00
178,MAC000440,3.0,4.729800271491848,2013-06-29 18:00:00,2013-06-30 10:00:00
179,MAC000440,3.0,3.5482040191027955,2013-06-30 15:00:00,2013-07-01 07:30:00
180,MAC000440,3.0,6.655841500309229,2013-07-01 20:30:00,2013-07-02 07:30:00
181,MAC000440,3.0,6.502269487613303,2013-07-02 17:30:00,2013-07-03 14:00:00
182,MAC000440,3.0,0.3429765013137003,2013-07-03 15:00:00,2013-07-04 08:00:00
183,MAC000440,3.0,2.9575718196659864,2013-07-04 08:30:00,2013-07-05 05:30:00
184,MAC000440,3.0,17.693453172699854,2013-07-05 18:00:00,2013-07-06 10:30:00
185,MAC000440,3.0,0.7718634545289186,2013-07-06 11:30:00,2013-07-07 09:00:00
186,MAC000440,3.0,16.06276138891551,2013-07-07 15:00:00,2013-07-08 10:30:00
187,MAC000440,3.0,7.560426888185719,2013-07-08 14:00:00,2013-07-09 12:30:00
188,MAC000440,3.0,7.6849023966878605,2013-07-09 16:00:00,2013-07-10 10:30:00
189,MAC000440,3.0,8.122556733533704,2013-07-10 23:30:00,2013-07-11 10:30:00
190,MAC000440,3.0,16.385322795147513,2013-07-11 14:30:00,2013-07-12 06:30:00
191,MAC000440,3.0,23.96635981416877,2013-07-12 19:30:00,2013-07-13 10:00:00
192,MAC000440,3.0,23.933889875741425,2013-07-13 14:30:00,2013-07-14 10:00:00
193,MAC000440,3.0,16.182212850468634,2013-07-14 17:30:00,2013-07-15 07:30:00
194,MAC000440,3.0,7.871692685580848,2013-07-15 19:30:00,2013-07-16 09:00:00
195,MAC000440,3.0,5.172875442773633,2013-07-16 20:30:00,2013-07-17 12:00:00
196,MAC000440,3.0,8.645422426170953,2013-07-17 15:30:00,2013-07-18 06:00:00
197,MAC000440,3.0,13.300699006231019,2013-07-18 17:30:00,2013-07-19 08:00:00
198,MAC000440,3.0,8.875953183958813,2013-07-19 18:30:00,2013-07-20 00:00:00
199,MAC000440,3.0,0.14581479419192944,2013-07-20 15:00:00,2013-07-21 07:00:00
200,MAC000440,3.0,2.9491368627240186,2013-07-21 09:30:00,2013-07-22 04:30:00
201,MAC000440,3.0,8.243409626261842,2013-07-22 18:30:00,2013-07-23 06:30:00
202,MAC000440,3.0,7.5256848123067694,2013-07-23 20:00:00,2013-07-24 12:30:00
203,MAC000440,3.0,1.2023443674284555,2013-07-24 13:30:00,2013-07-25 10:30:00
204,MAC000440,3.0,19.360751679387363,2013-07-25 13:00:00,2013-07-26 12:30:00
205,MAC000440,3.0,4.4536930304152405,2013-07-26 15:00:00,2013-07-27 16:30:00
206,MAC000440,3.0,3.2492569368519506,2013-07-27 17:00:00,2013-07-28 14:00:00
207,MAC000440,3.0,10.837363418045763,2013-07-28 21:30:00,2013-07-29 08:00:00
208,MAC000440,3.0,2.5643689231854383,2013-07-29 18:00:00,2013-07-30 10:00:00
209,MAC000440,3.0,6.809079917156963,2013-07-30 23:30:00,2013-07-31 06:30:00
210,MAC000440,3.0,19.851134887720487,2013-07-31 21:00:00,2013-08-01 16:00:00
211,MAC000440,3.0,20.06308155917949,2013-08-01 18:00:00,2013-08-02 06:30:00
212,MAC000440,3.0,2.5235531853425366,2013-08-02 16:30:00,2013-08-03 16:30:00
213,MAC000440,3.0,1.310136712707254,2013-08-03 18:30:00,2013-08-04 10:30:00
214,MAC000440,3.0,0.6427811785078583,2013-08-04 12:30:00,2013-08-05 18:00:00
215,MAC000440,3.0,0.4603481934301426,2013-08-05 19:00:00,2013-08-06 06:30:00
216,MAC000440,3.0,23.08766733834619,2013-08-06 22:00:00,2013-08-07 18:00:00
217,MAC000440,3.0,2.311282696296148,2013-08-07 19:30:00,2013-08-08 05:30:00
218,MAC000440,3.0,9.456579383325453,2013-08-08 16:00:00,2013-08-09 11:30:00
219,MAC000440,3.0,9.803943345739388,2013-08-10 17:30:00,2013-08-11 09:00:00
220,MAC000440,3.0,14.802365355522552,2013-08-11 19:30:00,2013-08-12 17:30:00
221,MAC000440,3.0,0.7550735238793708,2013-08-12 18:30:00,2013-08-13 06:30:00
222,MAC000440,3.0,10.11475987978114,2013-08-13 16:00:00,2013-08-14 07:00:00
223,MAC000440,3.0,8.415963800543711,2013-08-14 17:00:00,2013-08-15 14:30:00
224,MAC000440,3.0,2.4048030470046533,2013-08-15 17:00:00,2013-08-16 11:00:00
225,MAC000440,3.0,1.1570074624347615,2013-08-16 13:00:00,2013-08-17 13:00:00
226,MAC000440,3.0,6.792361923220383,2013-08-17 15:00:00,2013-08-18 02:00:00
227,MAC000440,3.0,20.071671097431096,2013-08-18 18:00:00,2013-08-19 07:00:00
228,MAC000440,3.0,13.294242197618706,2013-08-19 18:00:00,2013-08-20 13:00:00
229,MAC000440,3.0,20.289634680181585,2013-08-20 23:30:00,2013-08-21 07:00:00
230,MAC000440,3.0,11.79389368885522,2013-08-21 19:30:00,2013-08-22 08:00:00
231,MAC000440,3.0,22.172739026026587,2013-08-22 18:30:00,2013-08-23 08:00:00
232,MAC000440,3.0,7.1030067395892535,2013-08-23 16:30:00,2013-08-24 07:00:00
233,MAC000440,3.0,14.43096524490176,2013-08-24 16:30:00,2013-08-25 14:00:00
234,MAC000440,3.0,15.437650206805525,2013-08-25 19:30:00,2013-08-26 11:30:00
235,MAC000440,3.0,12.621876914230347,2013-08-26 16:00:00,2013-08-27 09:00:00
236,MAC000440,3.0,3.277793643996924,2013-08-27 12:30:00,2013-08-28 07:00:00
237,MAC000440,3.0,3.936943799751907,2013-08-28 17:30:00,2013-08-29 09:00:00
238,MAC000440,3.0,8.274477791931915,2013-08-30 00:00:00,2013-08-30 10:00:00
239,MAC000440,3.0,16.775980952747425,2013-08-30 22:30:00,2013-08-31 10:00:00
240,MAC000440,3.0,23.522646497928285,2013-08-31 14:30:00,2013-09-01 09:30:00
241,MAC000440,3.0,13.100697168604546,2013-09-01 15:30:00,2013-09-02 11:00:00
242,MAC000440,3.0,8.275981075957134,2013-09-02 21:00:00,2013-09-03 08:00:00
243,MAC000440,3.0,34.72937526122927,2013-09-03 17:30:00,2013-09-04 09:30:00
244,MAC000440,3.0,4.077512378780362,2013-09-04 17:30:00,2013-09-05 08:30:00
245,MAC000440,3.0,5.027541273911068,2013-09-05 15:00:00,2013-09-06 18:00:00
246,MAC000440,3.0,4.625388762488165,2013-09-06 19:00:00,2013-09-07 21:00:00
247,MAC000440,3.0,5.244790119364968,2013-09-07 23:30:00,2013-09-08 06:30:00
248,MAC000440,3.0,0.32771579348766944,2013-09-08 07:00:00,2013-09-09 06:30:00
249,MAC000440,3.0,3.9369790575430574,2013-09-09 18:30:00,2013-09-10 07:00:00
250,MAC000440,3.0,4.7293743187656965,2013-09-10 07:30:00,2013-09-11 07:30:00
251,MAC000440,3.0,7.8072110062381626,2013-09-11 15:30:00,2013-09-12 09:00:00
252,MAC000440,3.0,18.336464863142343,2013-09-12 19:00:00,2013-09-13 05:30:00
253,MAC000440,3.0,23.625813819357443,2013-09-13 19:00:00,2013-09-14 07:30:00
254,MAC000440,3.0,20.19704490769305,2013-09-14 18:00:00,2013-09-15 11:00:00
255,MAC000440,3.0,4.727572654678976,2013-09-15 12:00:00,2013-09-16 13:00:00
256,MAC000440,3.0,4.142022668832134,2013-09-16 15:30:00,2013-09-17 09:30:00
257,MAC000440,3.0,0.7014133398103151,2013-09-17 10:30:00,2013-09-18 06:00:00
258,MAC000440,3.0,12.346394638403092,2013-09-18 19:00:00,2013-09-19 09:00:00
259,MAC000440,3.0,0.9865333803554254,2013-09-19 09:30:00,2013-09-20 13:00:00
260,MAC000440,3.0,4.139974147563456,2013-09-20 18:30:00,2013-09-21 19:00:00
261,MAC000440,3.0,1.5434067736085322,2013-09-21 19:30:00,2013-09-22 01:00:00
262,MAC000440,3.0,12.424774187001047,2013-09-22 14:00:00,2013-09-23 09:30:00
263,MAC000440,3.0,7.53463532785939,2013-09-23 17:00:00,2013-09-24 04:30:00
264,MAC000440,3.0,15.04225420784331,2013-09-24 05:30:00,2013-09-25 07:00:00
265,MAC000440,3.0,15.981551416667616,2013-09-25 21:00:00,2013-09-26 07:00:00
266,MAC000440,3.0,6.530826496526,2013-09-26 18:30:00,2013-09-27 07:00:00
267,MAC000440,3.0,7.468867758167852,2013-09-27 18:30:00,2013-09-28 07:00:00
268,MAC000440,3.0,1.9653334807879423,2013-09-28 14:00:00,2013-09-29 19:00:00
269,MAC000440,3.0,2.6208522621957338,2013-09-29 21:30:00,2013-09-30 08:30:00
270,MAC000440,3.0,1.3123856205445752,2013-09-30 17:30:00,2013-10-01 07:00:00
271,MAC000440,3.0,8.09776626177136,2013-10-01 18:00:00,2013-10-02 16:00:00
272,MAC000440,3.0,1.6079500659771953,2013-10-02 18:00:00,2013-10-03 08:30:00
273,MAC000440,3.0,20.128009331709283,2013-10-04 17:00:00,2013-10-05 15:00:00
274,MAC000440,3.0,1.0085027106222102,2013-10-05 16:30:00,2013-10-06 10:00:00
275,MAC000440,3.0,4.735168399875733,2013-10-06 18:30:00,2013-10-07 08:00:00
276,MAC000440,3.0,4.585281449465719,2013-10-07 18:00:00,2013-10-08 08:30:00
277,MAC000440,3.0,12.411791442953707,2013-10-08 18:00:00,2013-10-09 09:00:00
278,MAC000440,3.0,7.622165821823909,2013-10-09 18:00:00,2013-10-10 11:00:00
279,MAC000440,3.0,0.7008676461876833,2013-10-10 13:30:00,2013-10-11 09:00:00
280,MAC000440,3.0,2.9888356698604346,2013-10-11 20:30:00,2013-10-12 12:00:00
281,MAC000440,3.0,3.5470721352626233,2013-10-12 18:30:00,2013-10-13 09:00:00
282,MAC000440,3.0,1.7363810418769792,2013-10-13 14:30:00,2013-10-14 06:00:00
283,MAC000440,3.0,9.259776613328958,2013-10-14 18:00:00,2013-10-15 11:30:00
284,MAC000440,3.0,4.623023452025351,2013-10-15 14:30:00,2013-10-16 07:00:00
285,MAC000440,3.0,18.842291704145715,2013-10-16 18:30:00,2013-10-17 14:30:00
286,MAC000440,3.0,3.54397293354231,2013-10-17 15:30:00,2013-10-18 08:30:00
287,MAC000440,3.0,2.2360473638920366,2013-10-18 19:30:00,2013-10-19 09:00:00
288,MAC000440,3.0,9.465305486046685,2013-10-19 16:30:00,2013-10-20 17:30:00
289,MAC000440,3.0,3.761154974160732,2013-10-20 22:00:00,2013-10-21 09:30:00
290,MAC000440,3.0,8.419374014947804,2013-10-21 17:30:00,2013-10-22 11:00:00
291,MAC000440,3.0,3.746903634855367,2013-10-22 12:30:00,2013-10-23 06:00:00
292,MAC000440,3.0,1.1836803421391358,2013-10-23 15:30:00,2013-10-24 15:00:00
293,MAC000440,3.0,0.32876125212792084,2013-10-24 20:30:00,2013-10-25 07:30:00
294,MAC000440,3.0,6.563505838893755,2013-10-25 23:30:00,2013-10-26 11:30:00
295,MAC000440,3.0,3.352294215458612,2013-10-26 16:30:00,2013-10-27 14:00:00
296,MAC000440,3.0,6.613136493186119,2013-10-27 19:00:00,2013-10-28 07:00:00
297,MAC000440,3.0,5.401156887739738,2013-10-28 17:30:00,2013-10-29 06:30:00
298,MAC000440,3.0,15.898555674953844,2013-10-29 17:30:00,2013-10-30 12:30:00
299,MAC000440,3.0,7.361543549431878,2013-10-30 17:00:00,2013-10-31 08:00:00
300,MAC000440,3.0,16.78626447541035,2013-10-31 21:00:00,2013-11-01 12:30:00
